[0, 0, 15, 18, 27, 33, 33, 45, 47, 56, 62, 62, 74, 74, 77, 83, 83, 86, 86, 86, 89, 89, 92, 92, 92, 92, 93, 93, 96, 96, 96, 96, 96, 96, 96, 98, 99, 99, 99]
[0, 0, 15, 18, 27, 33, 33, 45, 47, 56, 62, 62, 74, 74, 77, 83, 83, 86, 86, 86, 89, 92, 92, 95, 95, 95, 98, 98, 101, 101, 101, 101, 102, 102, 105, 105, 105, 105, 105]
[0, 0, 15, 18, 27, 33, 33, 45, 47, 56, 62, 62, 74, 74, 77, 83, 83, 86, 86, 86, 89, 92, 93, 95, 96, 96, 98, 99, 102, 102, 105, 105, 105, 108, 108, 111, 111, 111, 111]
[0, 0, 15, 18, 27, 33, 33, 45, 47, 56, 62, 62, 74, 74, 80, 83, 83, 89, 89, 92, 92, 92, 95, 98, 99, 101, 102, 102, 104, 105, 108, 108, 111, 111, 111, 114, 114, 117, 117]
[0, 4, 15, 19, 27, 33, 37, 45, 49, 56, 62, 66, 74, 78, 80, 84, 87, 89, 93, 93, 96, 96, 96, 99, 102, 103, 105, 106, 106, 108, 109, 112, 112, 115, 115, 115, 118, 118, 121]
[0, 4, 15, 19, 27, 33, 37, 45, 49, 56, 62, 66, 74, 78, 80, 84, 87, 89, 93, 93, 96, 96, 96, 100, 102, 103, 105, 106, 106, 109, 110, 112, 113, 115, 115, 116, 119, 119, 122]
[0, 4, 15, 19, 27, 33, 37, 45, 49, 56, 62, 66, 74, 78, 80, 84, 87, 89, 93, 93, 96, 96, 97, 101, 104, 106, 110, 110, 113, 113, 113, 117, 119, 120, 122, 123, 123, 126, 127]
[0, 4, 15, 19, 27, 33, 37, 45, 49, 56, 62, 66, 74, 78, 80, 84, 87, 89, 93, 93, 96, 96, 97, 101, 104, 106, 110, 110, 113, 113, 113, 117, 119, 120, 122, 123, 123, 126, 127]
[0, 4, 15, 19, 27, 33, 37, 45, 49, 56, 62, 66, 74, 78, 80, 84, 87, 89, 93, 93, 96, 96, 97, 101, 104, 106, 110, 110, 113, 113, 113, 117, 119, 120, 122, 123, 123, 126, 127]
[0, 4, 15, 19, 27, 33, 37, 45, 49, 56, 62, 66, 74, 78, 80, 84, 87, 89, 93, 93, 96, 98, 102, 102, 105, 106, 110, 110, 113, 115, 119, 119, 122, 122, 122, 126, 128, 129, 131]
[0, 4, 15, 19, 27, 33, 37, 45, 49, 56, 62, 66, 74, 78, 80, 84, 87, 89, 93, 93, 96, 98, 102, 102, 105, 106, 110, 110, 113, 115, 119, 119, 122, 122, 122, 126, 128, 129, 131]
[0, 4, 15, 19, 27, 33, 37, 45, 49, 56, 62, 66, 74, 78, 80, 84, 87, 89, 93, 94, 96, 100, 102, 103, 105, 109, 110, 112, 113, 117, 119, 120, 122, 126, 126, 129, 129, 129, 133]
[0, 4, 15, 19, 27, 33, 37, 45, 49, 56, 62, 66, 74, 78, 80, 84, 87, 89, 93, 94, 96, 100, 102, 103, 105, 109, 110, 112, 113, 117, 119, 120, 122, 126, 126, 129, 129, 131, 133]
[0, 4, 15, 19, 27, 33, 37, 45, 49, 56, 62, 66, 74, 78, 80, 84, 87, 89, 93, 94, 96, 100, 102, 103, 105, 109, 110, 112, 113, 117, 119, 120, 122, 126, 126, 129, 129, 131, 133]
[0, 4, 15, 19, 27, 33, 37, 45, 49, 56, 62, 66, 74, 78, 80, 84, 87, 89, 93, 94, 96, 100, 102, 103, 105, 109, 110, 112, 113, 117, 119, 120, 122, 126, 127, 129, 130, 134, 134]
[0, 4, 15, 19, 27, 33, 37, 45, 49, 56, 62, 66, 74, 78, 80, 84, 87, 89, 93, 94, 96, 100, 102, 103, 105, 109, 110, 112, 113, 117, 119, 120, 122, 126, 127, 129, 130, 134, 134]
The Max value that can be stored is:134
Result is (item number, weight, value)[(23, 4, 8), (20, 3, 7), (18, 4, 9), (15, 8, 17), (13, 1, 4), (12, 2, 6), (9, 3, 18), (8, 2, 12), (5, 5, 29), (3, 3, 9), (0, 2, 15)]
